,country_agg,GID_0,gender,age_bucket,date,rolling_total_responses,weight_sums,smoothed_pct_cli,smoothed_pct_ili,smoothed_pct_fever,smoothed_pct_cough,smoothed_pct_difficulty_breathing,smoothed_pct_fatigue,smoothed_pct_stuffy_runny_nose,smoothed_pct_aches_muscle_pain,smoothed_pct_sore_throat,smoothed_pct_chest_pain,smoothed_pct_nausea,smoothed_pct_anosmia_ageusia,smoothed_pct_eye_pain,smoothed_pct_headache,smoothed_pct_chills,smoothed_pct_cmnty_sick,smoothed_pct_ever_tested,smoothed_pct_tested_recently,smoothed_pct_worked_outside_home,smoothed_pct_grocery_outside_home,smoothed_pct_ate_outside_home,smoothed_pct_spent_time_with_non_hh,smoothed_pct_attended_public_event,smoothed_pct_used_public_transit,smoothed_pct_direct_contact_with_non_hh,smoothed_pct_wear_mask_all_time,smoothed_pct_wear_mask_most_time,smoothed_pct_wear_mask_half_time,smoothed_pct_wear_mask_some_time,smoothed_pct_wear_mask_none_time,smoothed_pct_no_public,smoothed_pct_feel_nervous_all_time,smoothed_pct_feel_nervous_most_time,smoothed_pct_feel_nervous_some_time,smoothed_pct_feel_nervous_little_time,smoothed_pct_feel_nervous_none_time,smoothed_pct_feel_depressed_all_time,smoothed_pct_feel_depressed_most_time,smoothed_pct_feel_depressed_some_time,smoothed_pct_feel_depressed_little_time,smoothed_pct_feel_depressed_none_time,smoothed_pct_worried_ill_covid19_very,smoothed_pct_worried_ill_covid19_somewhat,smoothed_pct_worried_ill_covid19_notTooWorried,smoothed_pct_worried_ill_covid19_notWorried,smoothed_pct_enough_toEat_very_worried,smoothed_pct_enough_toEat_somewhat_worried,smoothed_pct_enough_toEat_notToo_worried,smoothed_pct_enough_toEat_not_worried,smoothed_pct_finances_very_worried,smoothed_pct_finances_somewhat_worried,smoothed_pct_finances_notToo_worried,smoothed_pct_finances_not_worried,smoothed_pct_cli_weighted,smoothed_pct_ili_weighted,smoothed_pct_fever_weighted,smoothed_pct_cough_weighted,smoothed_pct_difficulty_breathing_weighted,smoothed_pct_fatigue_weighted,smoothed_pct_stuffy_runny_nose_weighted,smoothed_pct_aches_muscle_pain_weighted,smoothed_pct_sore_throat_weighted,smoothed_pct_chest_pain_weighted,smoothed_pct_nausea_weighted,smoothed_pct_anosmia_ageusia_weighted,smoothed_pct_eye_pain_weighted,smoothed_pct_headache_weighted,smoothed_pct_chills_weighted,smoothed_pct_cmnty_sick_weighted,smoothed_pct_ever_tested_weighted,smoothed_pct_tested_recently_weighted,smoothed_pct_worked_outside_home_weighted,smoothed_pct_grocery_outside_home_weighted,smoothed_pct_ate_outside_home_weighted,smoothed_pct_spent_time_with_non_hh_weighted,smoothed_pct_attended_public_event_weighted,smoothed_pct_used_public_transit_weighted,smoothed_pct_direct_contact_with_non_hh_weighted,smoothed_pct_wear_mask_all_time_weighted,smoothed_pct_wear_mask_most_time_weighted,smoothed_pct_wear_mask_half_time_weighted,smoothed_pct_wear_mask_some_time_weighted,smoothed_pct_wear_mask_none_time_weighted,smoothed_pct_no_public_weighted,smoothed_pct_feel_nervous_all_time_weighted,smoothed_pct_feel_nervous_most_time_weighted,smoothed_pct_feel_nervous_some_time_weighted,smoothed_pct_feel_nervous_little_time_weighted,smoothed_pct_feel_nervous_none_time_weighted,smoothed_pct_feel_depressed_all_time_weighted,smoothed_pct_feel_depressed_most_time_weighted,smoothed_pct_feel_depressed_some_time_weighted,smoothed_pct_feel_depressed_little_time_weighted,smoothed_pct_feel_depressed_none_time_weighted,smoothed_pct_worried_ill_covid19_very_weighted,smoothed_pct_worried_ill_covid19_somewhat_weighted,smoothed_pct_worried_ill_covid19_notTooWorried_weighted,smoothed_pct_worried_ill_covid19_notWorried_weighted,smoothed_pct_enough_toEat_very_worried_weighted,smoothed_pct_enough_toEat_somewhat_worried_weighted,smoothed_pct_enough_toEat_notToo_worried_weighted,smoothed_pct_enough_toEat_not_worried_weighted,smoothed_pct_finances_very_worried_weighted,smoothed_pct_finances_somewhat_worried_weighted,smoothed_pct_finances_notToo_worried_weighted,smoothed_pct_finances_not_worried_weighted
1720,Kazakhstan,KAZ,female,55+,2020-11-02,73.0,439995.07,4.11,4.11,6.85,13.7,6.85,29.04,11.1,24.79,13.97,8.36,4.11,4.11,12.47,27.81,8.36,16.44,38.66,26.21,45.01,75.21,25.6,58.77,23.29,45.69,56.16,67.12,16.44,2.74,4.11,2.74,6.85,2.74,2.74,21.92,16.44,56.16,1.37,4.11,19.18,23.29,52.05,21.92,41.1,20.55,16.44,5.48,16.44,27.4,50.68,10.96,43.84,24.66,20.55,5.75,5.75,7.48,15.42,8.15,31.05,12.76,30.26,15.85,10.45,2.65,5.47,10.45,28.81,9.05,19.83,40.5,12.46,40.75,69.13,20.9,51.25,24.26,43.29,54.1,66.01,16.99,3.25,3.63,1.73,8.38,1.54,6.76,19.46,15.68,56.56,0.28,3.64,18.19,25.27,52.62,24.23,43.79,18.74,13.23,8.78,20.64,26.49,44.09,9.66,46.71,26.54,17.09
1721,Kazakhstan,KAZ,female,overall,2020-11-02,452.0,4104861.09,1.35,1.57,2.25,12.08,5.39,33.35,15.7,15.25,10.73,6.09,7.87,3.61,9.69,26.7,5.41,10.84,34.12,20.14,49.9,76.32,26.63,53.94,16.52,38.63,55.21,68.14,19.47,5.09,3.1,0.88,3.32,0.68,3.8,20.14,16.37,59.01,0.66,6.64,21.02,20.58,51.11,24.78,43.58,16.59,13.72,11.95,17.92,25.22,44.91,25.71,37.24,21.73,15.32,2.25,2.43,2.97,12.09,6.17,33.98,16.1,16.61,10.4,6.39,7.61,4.03,8.73,25.83,5.97,11.69,35.03,7.07,47.94,74.56,25.33,51.25,17.39,39.35,53.46,67.66,18.59,5.48,2.89,0.72,4.65,0.42,4.31,19.91,16.47,58.06,0.33,6.49,22.3,21.14,49.74,24.73,45.12,16.4,12.79,12.01,18.05,27.71,42.23,24.28,38.57,23.09,13.89
1722,Kazakhstan,KAZ,male,18-34,2020-11-02,97.0,1696981.92,2.06,2.06,2.06,9.51,3.21,28.12,27.03,15.64,5.33,7.27,7.45,4.18,11.45,15.82,5.21,17.53,42.27,31.11,56.31,75.84,41.82,55.87,23.97,41.82,68.04,70.1,15.46,7.22,5.15,0.0,2.06,1.03,3.19,14.64,13.67,67.47,1.03,2.06,15.46,26.8,54.64,20.62,40.21,19.59,18.56,12.37,15.46,26.8,45.36,24.74,24.74,26.8,23.71,2.58,2.58,2.58,9.15,3.37,29.95,25.68,14.83,5.88,6.91,8.39,4.94,11.55,14.41,5.14,16.39,37.51,11.93,53.15,74.48,39.06,49.9,24.22,45.88,60.81,69.22,14.42,7.53,4.9,0.0,3.93,0.6,3.44,13.88,11.93,66.57,0.6,1.52,17.35,27.98,52.56,19.33,35.23,20.95,23.47,10.33,15.75,26.15,47.77,22.7,23.81,29.71,23.78
1723,Kazakhstan,KAZ,male,35-54,2020-11-02,208.0,1974159.72,0.0,-0.0,-0.0,6.92,2.5,25.08,17.93,15.84,6.52,3.97,1.01,2.48,7.9,16.29,4.02,11.54,36.22,19.02,64.6,73.06,40.38,58.89,26.59,24.8,75.37,48.56,27.88,10.58,8.17,0.96,3.85,0.48,2.4,18.86,14.95,63.31,0.96,1.92,18.27,24.52,54.33,33.17,37.02,13.94,15.38,9.62,17.79,23.56,49.04,21.15,28.85,26.92,23.08,-0.0,-0.0,0.0,7.98,2.71,23.98,16.68,14.56,5.49,3.81,0.71,2.12,7.15,14.96,3.86,10.55,34.83,6.99,61.39,69.0,36.42,56.38,24.4,22.88,73.63,47.67,26.45,12.51,7.42,1.04,4.91,1.21,1.77,18.59,16.47,61.5,0.92,1.44,18.62,25.3,53.73,33.39,37.02,13.25,15.89,9.38,19.83,22.65,48.14,21.57,29.06,25.49,23.88
1724,Kazakhstan,KAZ,male,55+,2020-11-02,53.0,911380.9,0.0,0.0,0.0,11.64,5.66,27.04,15.09,7.55,0.0,5.66,3.77,0.0,5.97,13.52,1.89,3.77,30.19,27.04,54.51,79.9,35.09,54.79,27.33,38.65,65.28,64.15,9.43,15.09,0.0,1.89,7.55,0.0,0.0,21.02,17.52,61.46,0.0,1.89,17.61,21.38,59.12,33.96,37.74,16.98,11.32,9.43,11.32,18.87,60.38,20.75,16.98,24.53,37.74,0.0,0.0,0.0,11.9,6.89,24.74,15.51,4.91,0.0,4.18,2.72,0.0,3.57,9.99,1.35,4.83,23.25,6.76,51.12,76.99,37.35,53.7,27.77,36.1,68.47,63.21,6.28,17.32,0.0,1.29,10.49,0.0,0.0,17.85,13.76,66.83,0.0,2.83,13.74,15.89,66.13,37.56,35.6,13.68,13.17,11.22,8.18,22.86,57.74,20.41,15.71,24.32,39.56
1725,Kazakhstan,KAZ,male,overall,2020-11-02,359.0,4582522.53,0.56,0.56,0.56,8.26,3.15,26.2,19.97,14.52,5.17,5.13,3.16,2.59,8.52,15.66,4.01,11.98,36.85,25.1,60.61,74.52,39.96,57.32,25.97,31.3,71.69,56.82,21.73,10.31,6.13,0.84,3.9,0.56,2.25,18.02,14.92,64.25,0.84,1.95,17.31,24.59,55.31,30.08,37.88,15.88,15.6,10.31,16.16,23.96,49.58,22.01,26.18,26.46,25.35,0.77,0.77,0.77,9.21,3.75,25.04,18.97,12.91,4.58,4.81,3.1,2.51,7.76,13.77,3.87,11.01,33.31,8.28,56.41,71.85,37.23,54.08,25.2,31.49,69.01,56.39,19.05,12.04,5.47,0.8,5.97,0.83,1.94,17.07,14.58,64.09,0.63,1.55,17.56,24.33,55.65,30.75,36.35,15.08,17.36,10.18,16.31,23.77,49.74,21.56,25.46,26.2,26.78
1726,Kazakhstan,KAZ,overall,18-34,2020-11-02,224.0,2824652.37,1.35,1.35,1.35,10.45,3.67,33.45,20.25,16.22,6.85,4.95,10.35,4.53,10.84,23.16,5.89,14.29,37.05,22.72,51.29,76.57,35.95,56.21,20.21,38.02,59.64,67.41,19.64,6.7,3.57,0.45,2.23,0.45,2.27,19.16,16.38,61.74,0.89,7.14,18.3,21.43,52.23,24.11,42.41,16.96,14.73,13.84,19.2,30.8,36.16,28.57,30.8,24.55,16.07,2.43,2.43,2.43,11.05,4.45,36.25,20.65,18.13,5.77,5.11,10.51,4.89,12.34,21.44,6.31,15.24,34.46,8.17,48.79,74.68,34.53,53.98,20.82,42.42,55.73,63.5,21.57,7.22,3.39,0.26,4.07,0.28,2.97,18.71,17.18,58.31,0.49,6.73,22.25,22.98,47.55,22.04,41.16,19.38,16.08,13.21,19.08,32.72,34.99,27.86,30.05,27.37,14.72
1727,Kazakhstan,KAZ,overall,35-54,2020-11-02,476.0,4566616.07,0.44,0.65,0.86,10.32,4.31,29.63,17.6,13.78,8.79,5.83,4.31,2.8,8.38,21.41,4.53,10.29,34.16,19.35,58.25,75.02,31.39,54.31,19.66,33.38,64.22,60.08,22.9,7.35,5.25,1.05,3.36,0.43,4.03,19.07,15.06,61.4,0.63,4.2,21.01,22.27,51.89,28.57,40.76,15.13,14.71,11.55,16.6,22.69,49.16,24.42,32.64,23.78,19.17,0.29,0.46,0.68,10.19,4.41,27.83,16.87,13.29,7.96,5.65,3.83,2.44,7.82,19.59,4.5,9.58,33.09,6.16,57.41,72.18,29.59,52.9,18.75,32.21,64.31,59.37,21.89,8.58,4.95,1.19,4.02,0.85,3.34,18.94,15.56,60.73,0.56,3.77,21.0,22.57,52.1,29.75,39.59,14.36,15.75,11.35,17.34,22.15,49.15,23.73,32.7,23.4,20.01
1728,Kazakhstan,KAZ,overall,55+,2020-11-02,130.0,1435915.86,3.12,3.12,4.71,13.17,7.01,28.17,14.13,18.0,8.58,7.78,4.71,3.17,10.9,22.0,6.28,13.08,34.89,25.98,49.04,77.85,29.37,57.04,24.92,42.74,59.54,65.38,13.08,8.46,2.31,3.08,6.92,1.58,1.61,21.9,16.55,58.37,0.77,3.08,18.6,22.49,55.07,27.69,39.23,18.46,14.62,7.69,13.85,23.08,55.38,16.92,31.54,23.85,27.69,3.19,3.19,4.2,13.73,7.82,26.65,14.23,18.72,8.48,7.66,2.65,3.23,7.5,19.18,6.06,13.22,31.22,9.76,44.24,73.39,28.58,52.34,25.57,39.14,60.17,63.35,12.23,10.33,1.81,1.74,9.9,0.72,3.45,18.74,14.42,61.54,0.17,2.76,17.01,21.41,58.0,30.83,40.91,15.43,12.82,10.15,14.48,24.31,51.06,15.35,32.32,24.88,27.45
1729,Kazakhstan,KAZ,overall,overall,2020-11-02,1015.0,10946113.93,1.21,1.21,1.72,10.97,4.63,30.32,16.97,14.59,8.57,6.25,5.76,3.24,8.85,21.71,5.16,11.17,36.03,23.19,53.02,74.23,30.47,53.95,19.49,34.96,60.95,56.45,17.93,6.9,4.24,0.99,4.43,0.67,3.04,19.78,15.51,61.0,0.66,4.74,20.5,21.87,52.24,23.55,35.96,14.19,13.1,9.95,15.07,22.17,40.49,24.37,32.4,23.52,19.71,1.68,1.66,2.07,11.03,4.97,29.85,16.55,15.0,8.15,6.04,5.4,3.13,8.27,19.62,5.09,11.46,33.5,8.03,48.14,68.12,27.34,49.08,19.02,33.94,55.53,55.12,17.1,7.92,3.71,0.82,5.57,0.63,2.73,17.04,13.9,52.99,0.38,3.77,19.1,19.52,45.96,23.94,34.91,14.29,13.57,9.83,15.35,22.29,39.87,20.43,27.88,21.28,17.8
1730,Kenya,KEN,female,18-34,2020-11-02,369.0,6083551.94,4.52,4.8,7.34,19.24,4.19,29.73,21.09,18.91,14.72,13.02,13.96,9.69,12.81,33.65,11.67,17.37,19.92,35.73,42.96,70.38,53.55,55.14,29.53,50.13,47.7,49.86,31.71,8.4,3.25,2.17,4.61,2.18,4.69,18.32,23.59,51.22,1.64,8.24,22.92,21.3,45.91,36.31,24.12,20.33,18.16,28.73,21.41,24.39,25.47,47.03,22.01,17.11,13.85,4.19,5.36,7.93,17.94,4.7,28.69,19.95,18.3,13.0,11.0,14.22,9.87,13.65,34.36,11.82,15.24,20.56,7.68,42.5,66.62,52.31,51.53,28.17,49.29,43.45,48.06,33.48,9.21,3.01,1.79,4.45,2.06,5.17,18.44,21.87,51.57,1.38,9.98,21.92,21.45,44.14,35.93,23.17,21.31,18.5,32.23,20.7,23.06,24.01,49.37,20.27,16.89,12.94
1731,Kenya,KEN,female,35-54,2020-11-02,240.0,5174572.97,3.43,2.58,4.68,12.92,2.97,25.32,14.94,20.37,13.67,6.85,8.53,6.39,7.58,30.59,7.24,18.61,23.78,45.99,39.74,69.26,52.88,57.76,30.43,48.55,50.26,62.92,24.17,7.92,2.5,0.42,1.67,1.67,5.04,17.23,18.11,57.95,2.08,7.5,12.92,19.17,58.33,37.5,28.75,17.5,14.17,26.67,16.25,22.92,33.33,39.59,20.14,23.5,16.78,2.8,1.49,4.01,10.53,2.26,22.32,12.07,19.14,12.25,6.16,7.97,5.86,6.09,28.25,6.35,17.05,24.75,12.1,38.8,67.74,49.27,55.98,29.09,46.35,47.72,65.8,21.39,7.02,2.88,0.12,2.2,2.82,5.09,19.4,15.54,56.39,3.3,7.46,14.17,17.59,57.48,37.74,26.76,17.66,15.56,28.99,14.54,21.68,33.76,38.88,19.16,23.84,16.8
1732,Kenya,KEN,female,overall,2020-11-02,644.0,11906058.48,4.04,3.87,6.13,17.14,3.85,27.88,18.33,19.32,14.21,10.72,11.38,8.29,11.16,32.06,9.75,18.28,21.66,41.35,41.58,69.8,53.21,56.16,29.37,49.07,48.84,55.59,28.11,8.23,2.8,1.4,3.73,1.88,5.03,17.26,21.36,54.47,1.72,7.98,18.41,20.33,51.56,35.87,26.71,19.41,16.61,27.33,19.1,24.07,29.19,43.25,21.53,19.95,15.27,3.57,3.72,6.14,15.52,3.75,25.88,16.72,18.29,12.38,8.93,11.21,7.97,10.95,31.21,9.36,16.25,21.98,9.66,40.95,66.2,50.08,52.9,27.88,47.2,45.77,55.76,27.97,8.39,2.64,1.09,3.94,2.27,5.21,18.36,19.21,53.96,1.99,8.96,18.2,19.73,50.25,35.9,25.29,19.85,17.48,30.43,17.9,22.84,28.41,44.26,20.31,19.78,14.9
1733,Kenya,KEN,male,18-34,2020-11-02,898.0,6067504.41,8.8,8.35,12.69,20.64,6.27,22.39,19.57,20.12,11.23,10.82,7.56,10.9,10.35,26.42,10.36,17.51,23.85,38.23,51.72,72.06,68.15,60.88,37.67,53.59,55.36,37.97,30.96,15.59,7.24,4.57,3.56,2.82,7.11,20.06,18.28,51.74,3.71,8.65,21.18,22.19,44.28,35.97,19.6,21.27,22.16,38.53,20.82,17.71,22.27,52.8,21.25,14.2,11.74,9.72,8.99,13.6,21.63,7.55,21.2,20.47,20.67,11.97,12.14,8.23,11.48,10.99,27.46,9.7,16.96,23.94,9.81,49.22,68.77,64.79,57.45,36.19,51.76,55.04,37.29,29.02,16.59,7.63,4.94,4.43,2.5,7.21,20.13,18.99,49.22,3.74,9.06,21.73,21.32,43.32,35.37,17.82,21.88,24.0,40.54,20.91,17.71,20.11,53.26,20.54,14.56,11.13
1734,Kenya,KEN,male,35-54,2020-11-02,609.0,3919548.4,5.16,4.32,6.49,17.71,2.85,20.39,17.89,15.86,12.89,8.56,5.55,6.17,8.05,20.14,7.04,19.09,21.12,38.64,51.17,74.68,71.17,60.2,36.74,49.5,54.46,40.72,33.66,15.76,5.58,1.48,2.79,2.5,3.49,14.87,18.53,60.62,1.49,5.77,14.99,22.21,55.55,35.8,26.77,22.0,14.78,24.96,21.35,23.65,30.05,40.56,25.12,20.03,14.29,4.28,3.42,5.2,17.87,2.59,19.59,16.75,16.04,11.5,6.81,5.03,5.47,8.33,17.13,6.59,19.56,21.32,7.89,51.9,74.47,70.39,56.84,37.61,48.02,53.9,41.51,34.03,15.31,5.24,1.2,2.72,2.14,2.77,15.45,18.48,60.66,1.64,4.54,15.14,21.91,56.51,35.17,27.96,22.42,13.99,25.05,23.21,22.53,29.21,42.12,25.8,18.52,13.56
1735,Kenya,KEN,male,55+,2020-11-02,94.0,750628.04,5.32,4.26,6.52,14.08,4.33,15.21,9.71,13.01,7.45,5.32,9.82,2.22,4.41,9.87,6.38,15.96,19.15,34.66,42.36,60.74,57.02,64.4,25.96,27.09,63.83,53.19,31.91,10.64,1.06,2.13,1.06,1.06,6.45,9.72,16.17,66.6,1.06,2.2,7.45,16.24,73.05,28.72,30.85,24.47,14.89,14.89,18.09,14.89,51.06,25.53,25.53,19.15,29.79,4.85,3.32,6.55,11.49,2.87,14.2,11.0,12.7,7.82,3.2,8.51,2.17,3.83,8.79,7.85,15.66,14.94,4.44,43.8,63.79,62.73,68.52,27.38,31.29,64.37,50.07,35.29,10.47,1.46,2.17,0.53,1.28,5.11,9.49,18.18,64.95,1.28,1.27,6.96,18.62,70.89,24.69,35.92,23.56,14.26,13.75,20.5,14.4,49.79,28.33,24.82,17.97,28.88
1736,Kenya,KEN,male,overall,2020-11-02,1606.0,10737680.85,7.2,6.56,9.94,19.15,4.84,21.14,18.36,18.1,11.61,9.62,6.91,8.57,9.1,23.07,8.91,17.96,22.46,38.14,50.93,72.42,68.53,60.83,36.62,50.33,55.59,39.85,32.07,15.38,6.29,3.24,3.11,2.58,5.66,17.42,18.19,56.14,2.7,7.14,17.96,21.78,50.41,35.37,22.91,21.86,18.99,32.0,20.86,19.8,26.9,46.63,22.91,16.73,13.73,7.32,6.5,9.95,19.48,5.39,20.03,18.37,18.4,11.44,9.52,7.06,8.58,9.48,22.37,8.42,17.76,22.26,8.66,49.72,70.53,66.59,58.11,36.03,48.76,55.26,39.76,31.3,15.66,6.33,3.4,3.49,2.28,5.41,17.59,18.67,54.72,2.79,6.78,18.26,21.21,50.34,34.39,22.79,22.23,19.78,33.08,21.77,19.17,25.45,47.58,22.63,16.29,13.22
1737,Kenya,KEN,overall,18-34,2020-11-02,1300.0,12370792.39,7.45,7.14,10.94,20.13,5.77,24.4,19.99,19.44,12.19,11.26,9.49,10.53,11.18,28.21,10.94,17.34,22.59,36.51,48.99,71.5,63.77,58.97,35.07,52.37,52.85,41.31,31.46,13.54,5.92,3.85,3.85,2.58,6.4,19.57,19.59,51.86,3.18,8.3,21.86,21.78,44.87,35.85,21.08,21.23,20.85,35.77,20.69,19.92,23.15,50.96,21.62,15.14,12.28,6.84,7.06,10.6,19.58,6.16,24.72,20.07,19.15,12.46,11.37,11.22,10.72,12.34,30.58,10.9,15.96,21.96,8.51,45.67,67.55,58.39,54.23,32.18,50.23,48.92,42.76,31.38,12.89,5.18,3.33,4.42,2.23,6.18,19.28,20.22,50.36,2.6,9.31,22.13,21.4,43.53,35.76,20.54,21.68,21.02,36.47,20.55,20.59,22.04,51.35,20.38,15.87,11.88
1738,Kenya,KEN,overall,35-54,2020-11-02,871.0,9362514.55,4.67,3.85,5.96,16.15,2.82,22.16,17.06,17.29,12.86,8.34,6.23,6.3,8.07,22.83,6.92,18.69,21.64,38.62,48.09,72.9,66.09,59.88,35.01,49.48,53.41,46.84,31.11,13.66,4.59,1.26,2.41,2.2,4.05,15.38,18.86,59.5,1.61,6.33,14.15,21.85,56.06,35.94,27.32,21.13,14.58,25.6,19.75,23.31,31.11,40.29,23.82,20.82,15.07,3.76,2.58,4.79,14.41,2.32,21.52,15.24,17.59,11.71,6.89,6.29,5.85,7.57,22.55,6.3,18.06,22.72,9.89,45.65,70.48,59.63,56.61,33.55,47.42,51.02,52.88,28.11,11.67,3.81,0.76,2.49,2.49,4.08,17.59,17.15,58.09,2.48,6.05,14.25,20.5,56.61,35.91,27.73,20.25,14.75,26.98,18.84,21.89,31.75,40.34,22.76,21.09,15.27
1739,Kenya,KEN,overall,55+,2020-11-02,131.0,1398561.61,5.51,4.74,6.36,17.34,4.7,17.34,11.16,14.32,8.73,8.01,7.98,3.22,8.05,13.53,6.31,18.32,19.85,38.47,41.87,62.4,55.42,61.77,24.25,30.3,60.31,57.25,26.72,9.92,0.76,1.53,3.82,0.76,6.19,9.28,17.11,66.67,0.76,3.13,8.44,17.11,70.56,26.72,33.59,23.66,15.27,15.27,16.79,18.32,48.85,25.95,25.19,20.61,28.24,3.5,2.59,4.38,17.19,4.05,18.37,10.83,12.5,7.96,5.7,4.86,1.94,8.6,12.49,5.24,18.26,15.39,5.44,41.32,60.85,55.11,59.43,23.6,31.36,59.85,61.64,22.78,9.76,0.7,1.08,4.04,0.77,3.88,9.51,16.23,67.85,0.77,2.01,8.28,18.9,68.27,24.11,36.93,22.75,15.27,14.47,16.12,22.56,45.92,27.14,26.92,18.14,27.8
1740,Kenya,KEN,overall,overall,2020-11-02,2950.0,29251864.88,6.25,5.79,8.88,19.22,4.71,22.74,18.07,18.15,12.44,9.78,7.96,8.32,9.72,24.84,9.11,17.92,22.64,40.31,48.1,71.55,64.07,58.65,34.88,49.41,52.72,39.59,27.19,11.36,4.34,2.75,2.95,2.37,5.7,17.06,19.15,55.73,2.57,7.12,17.77,21.46,51.08,29.49,20.34,17.53,15.25,25.73,17.08,17.29,22.98,45.64,22.71,17.38,14.27,5.48,5.16,8.03,17.86,4.44,22.49,17.3,17.33,11.8,8.92,8.3,7.93,9.8,25.14,8.57,16.7,21.77,9.45,42.45,63.43,54.41,50.85,29.86,43.71,45.2,42.01,25.83,10.52,3.68,2.35,3.33,2.05,4.68,14.76,15.97,46.73,2.21,6.32,15.08,17.8,43.26,29.21,20.21,17.07,15.5,26.24,16.52,16.98,22.73,38.08,17.79,14.55,12.08
1741,Kuwait,KWT,female,overall,2020-11-02,64.0,728651.01,1.56,1.56,1.56,9.38,1.76,22.32,15.62,18.75,10.94,6.25,9.6,4.69,7.81,28.57,3.12,29.69,28.74,14.06,45.83,51.56,41.15,33.78,3.35,12.5,42.19,67.19,15.62,4.69,1.56,0.0,10.94,1.56,4.69,12.5,25.0,56.25,3.12,14.06,14.06,29.69,39.06,23.44,40.62,20.31,14.06,6.25,9.38,25.0,59.38,25.0,21.88,20.31,32.81,1.45,1.45,1.45,13.08,1.2,19.13,17.51,15.7,12.59,7.12,8.38,4.5,6.41,27.06,2.71,26.78,26.94,6.95,41.59,52.97,40.2,32.11,2.4,12.93,40.69,71.61,13.55,3.96,0.9,0.0,9.99,0.86,3.19,11.41,23.92,60.63,2.31,14.26,10.66,28.64,44.14,23.75,39.59,20.56,14.65,6.94,8.76,23.36,60.95,25.96,17.82,20.37,35.85
1742,Kuwait,KWT,male,18-34,2020-11-02,70.0,469013.95,0.0,0.0,1.52,10.19,8.76,21.89,23.51,19.3,8.76,13.23,5.71,4.29,5.81,23.51,4.56,18.14,37.14,45.41,58.57,65.71,46.43,42.38,7.32,22.86,42.86,71.43,22.86,2.86,0.0,0.0,2.86,1.43,3.04,16.75,20.75,58.04,2.86,8.57,15.71,24.29,48.57,22.86,27.14,15.71,28.57,1.43,15.71,22.86,60.0,20.0,27.14,15.71,37.14,0.0,0.0,6.52,10.78,7.72,19.27,19.94,13.41,7.0,15.96,4.49,3.85,3.91,15.5,3.59,23.16,39.33,25.35,62.2,64.1,42.61,40.51,5.51,32.63,38.95,77.56,18.15,1.26,0.0,0.0,3.03,0.68,2.08,12.89,24.76,57.32,2.25,7.52,11.41,27.17,51.65,21.96,26.71,14.45,33.81,1.29,22.33,23.07,53.3,26.64,22.43,17.51,33.42
1743,Kuwait,KWT,male,35-54,2020-11-02,151.0,934136.41,0.66,0.66,0.66,8.71,2.77,12.77,13.51,12.03,5.43,2.74,2.74,1.99,6.84,12.28,2.12,20.53,37.61,33.98,66.58,73.37,46.51,52.2,16.36,14.68,51.28,71.52,17.88,5.96,1.99,0.66,1.99,1.99,4.75,14.92,22.95,55.4,4.67,5.99,16.65,20.11,52.59,17.88,31.13,18.54,31.13,2.65,5.3,19.21,72.85,13.91,21.19,18.54,46.36,0.56,0.56,0.56,7.82,2.17,11.63,12.23,11.12,4.95,2.13,2.09,1.63,5.99,10.95,1.63,17.16,43.45,14.26,68.51,72.43,46.92,52.78,12.8,14.51,48.81,74.84,16.56,5.42,1.28,0.28,1.62,1.52,5.96,16.69,23.84,50.28,3.65,8.33,15.95,17.34,54.13,17.8,24.61,19.75,36.61,2.42,5.69,17.95,73.94,18.15,19.34,18.05,44.46
1744,Kuwait,KWT,male,overall,2020-11-02,256.0,1672182.17,0.39,0.39,0.79,9.88,4.38,14.71,15.45,14.35,6.73,6.0,3.19,2.73,6.77,16.3,2.46,18.54,37.03,39.4,62.39,72.03,46.65,49.09,13.73,16.27,48.58,72.66,18.36,4.69,1.17,0.39,2.73,1.58,3.63,14.84,24.5,55.44,3.54,7.05,15.71,21.96,51.74,19.92,30.86,19.53,27.34,1.95,8.98,20.31,68.75,15.23,22.66,16.8,45.31,0.27,0.27,1.58,9.14,3.49,12.69,12.72,12.16,5.58,5.81,2.35,2.92,5.12,12.14,1.68,17.32,46.43,21.04,61.64,69.9,44.17,46.86,10.84,17.57,44.58,73.36,15.29,4.85,0.75,0.17,5.58,0.95,3.69,14.47,27.6,51.44,2.63,8.34,14.09,24.56,50.01,17.6,27.77,22.79,30.43,1.58,11.23,22.06,65.13,17.91,23.57,16.91,41.61
